node_id,CONSUM,code
25824,0,PR0020781
25827,0,PR0020780
25828,186592,PR0020779
25830,1668,PR0020778
25833,6840,PR0020777
25835,213,PR0020776
25837,6840,PR0020775
25839,186592,PR0020773
25840,186592,PR0020774
25842,186592,PR0020772
25843,186592,PR0020771
25845,6810,PR0020769
25846,186592,PR0020770
25848,186592,PR0020767
25849,186592,PR0020768
2588,213693,PR0024106
25909,210,PR0020766
2591,18711,PR0024105
2592,2506,PR0024104
25922,795,PR0020761
25924,795,PR0020760
25925,530,PR0020759
25926,720,PR0020758
25927,9,PR0020757
25928,2,PR0020756
25929,70,PR0020755
25930,120,PR0020754
25931,664,PR0020753
25932,664,PR0020752
25933,286,PR0020751
25934,286,PR0020750
25935,100,PR0020749
25936,110,PR0020748
25937,110,PR0020746
25938,110,PR0020747
25945,399,PR0021314
2595,213693,PR0024103
2596,2506,PR0024102
2597,2506,PR0024101
2598,35815,PR0000718
26,63,PR0030062
26009,1752,PR0020744
26012,399,PR0020743
26013,105,PR0020742
26015,13296,PR0020740
26016,744,PR0020738
26019,9747,PR0020737
26020,7098,PR0020736
26022,408,PR0020735
26024,852,PR0020734
26027,10792,PR0020733
26029,804,PR0020732
26031,1496,PR0020730
26032,1092,PR0020731
26034,1576,PR0020729
26036,3030,PR0020728
26037,744,PR0020726
26038,92,PR0020727
26039,399,PR0021313
26041,105,PR0021312
26043,408,PR0021311
26044,13296,PR0021310
26045,852,PR0021309
26046,10792,PR0021308
26048,4136,PR0021307
26050,255,PR0021306
26052,1576,PR0021305
26057,220,PR0002916
26058,172,PR0020565
26064,24,PR0020717
2608,2230,PR0000722
261,4070,PR0024326
26111,4272,PR0000690
26113,78,PR0003983
26116,63,PR0004936
26117,63,PR0004941
26119,63,PR0004935
26120,63,PR0004937
26121,63,PR0004920
26122,63,PR0004930
26123,63,PR0004931
26124,63,PR0004932
26125,63,PR0004934
26127,63,PR0004933
26128,63,PR0004938
26129,63,PR0004921
26131,63,PR0004902
26132,63,PR0004903
26134,63,PR0004927
26135,63,PR0004904
26137,63,PR0004925
26139,63,PR0004909
26141,63,PR0004908
26142,63,PR0004907
26143,63,PR0004880
26144,63,PR0004910
26145,63,PR0004911
26146,63,PR0004913
26147,63,PR0004914
26148,63,PR0004917
26149,63,PR0004912
26150,63,PR0004916
26151,63,PR0004915
26152,63,PR0004919
26154,63,PR0004918
26156,63,PR0004905
26158,63,PR0004906
26159,63,PR0004946
2616,400,PR0000723
26160,63,PR0004945
26161,63,PR0004939
26162,63,PR0004940
26164,63,PR0004942
26165,63,PR0004944
26166,63,PR0004943
26168,63,PR0004948
26169,63,PR0004949
2617,400,PR0030066
26170,63,PR0004957
26171,63,PR0004960
26172,63,PR0004962
26173,63,PR0004961
26174,63,PR0004963
26176,63,PR0004866
26177,63,PR0004867
26178,63,PR0004868
26179,63,PR0004870
2618,400,PR0000724
26180,63,PR0004869
26185,63,PR0004865
26186,63,PR0004876
26187,63,PR0004875
26189,63,PR0004874
26191,63,PR0004873
26192,63,PR0004872
26193,63,PR0004871
26196,63,PR0004878
26197,63,PR0004881
26199,63,PR0004877
262,2346,PR0024325
26200,63,PR0005047
26201,63,PR0004879
26202,63,PR0004882
26203,63,PR0004883
26204,63,PR0004884
26205,63,PR0004886
26206,63,PR0004889
26208,63,PR0004888
2621,1530,PR0000753
26210,63,PR0004887
26212,63,PR0004922
26213,63,PR0004947
26214,63,PR0004923
26215,63,PR0004965
26216,63,PR0004967
26217,63,PR0005046
26218,63,PR0004959
26219,63,PR0004976
26220,63,PR0004958
26221,63,PR0004969
26222,63,PR0004973
26223,63,PR0004977
26224,63,PR0004956
26225,63,PR0004955
26226,63,PR0004952
26227,63,PR0004950
26228,63,PR0004951
26229,63,PR0004972
2623,2992,PR0000744
26230,63,PR0004975
26231,63,PR0004974
26234,63,PR0005024
26235,63,PR0005021
26236,63,PR0005020
26237,63,PR0005015
26238,63,PR0005018
26239,63,PR0005019
26240,63,PR0005017
26241,63,PR0004983
26242,63,PR0004979
26243,63,PR0004980
26244,63,PR0004982
26245,63,PR0005016
26246,63,PR0004981
26247,63,PR0004978
26248,63,PR0004953
26249,63,PR0004954
26250,63,PR0004986
26251,63,PR0004985
26253,63,PR0004984
26254,63,PR0005014
26255,63,PR0004994
26256,63,PR0004993
26257,63,PR0004992
26258,63,PR0004998
26260,63,PR0004997
26261,63,PR0005002
26262,63,PR0005001
26263,63,PR0005003
26264,63,PR0005004
26265,63,PR0005005
26267,63,PR0005010
26268,63,PR0005009
26269,63,PR0004999
2627,18711,PR0000739
26270,63,PR0005000
26271,63,PR0004678
26273,63,PR0004677
26275,63,PR0007675
26276,63,PR0004676
26278,4620,PR0004686
26279,4620,PR0004685
26280,2286,PR0004751
26281,63,PR0004901
26282,63,PR0004900
26284,4620,PR0004894
26285,2286,PR0004895
26286,2286,PR0004890
26287,63,PR0004885
26289,2286,PR0004853
26290,40494,PR0004836
26291,40494,PR0004843
26292,40494,PR0004842
26293,40494,PR0004838
26294,4620,PR0004839
26295,4620,PR0004841
26296,4620,PR0004840
26297,4620,PR0005048
26299,4620,PR0004848
263,18054,PR0024324
26301,40494,PR0004844
26302,2286,PR0004847
26303,2286,PR0004854
26304,2286,PR0004893
26305,2286,PR0004892
26307,2286,PR0004891
26308,4620,PR0004849
26309,4620,PR0004852
2631,18711,PR0000751
26310,4620,PR0004896
26312,2286,PR0004897
26314,2286,PR0004898
26315,2286,PR0004899
26316,63,PR0004929
26317,63,PR0004928
26318,63,PR0004926
26319,63,PR0004924
26320,4620,PR0004688
26321,4620,PR0004687
26322,4620,PR0004684
26323,2286,PR0004682
26325,63,PR0004680
26328,2286,PR0004681
26329,63,PR0004679
26330,63,PR0004991
26331,63,PR0004990
26332,63,PR0004995
26333,63,PR0004996
26335,63,PR0004989
26336,63,PR0004987
26338,63,PR0004988
26340,2286,PR0004683
26341,4620,PR0004741
26342,4620,PR0004744
26343,4620,PR0004749
26344,4620,PR0004740
26345,4620,PR0004745
26347,4620,PR0004746
26348,4620,PR0004747
26349,4620,PR0004750
26351,4620,PR0004754
26352,4620,PR0004752
26353,2286,PR0004755
26355,63,PR0004757
26356,4620,PR0004690
26358,4620,PR0004753
26359,4620,PR0004770
26360,4620,PR0004773
26361,2286,PR0004756
26362,4620,PR0004764
26363,4620,PR0004765
26364,4620,PR0004769
26365,4620,PR0004767
26367,4620,PR0004775
26368,4620,PR0004768
26369,4620,PR0004772
26370,4620,PR0004771
26373,4620,PR0004774
26374,4620,PR0004743
26376,10116,PR0005338
26378,4620,PR0004748
26380,4620,PR0004780
26381,4620,PR0004779
26382,4620,PR0004778
26383,4620,PR0004776
26384,4620,PR0004777
26386,2286,PR0004759
26387,2286,PR0004760
26389,4620,PR0004766
26392,4620,PR0004762
26393,4620,PR0004763
26394,63,PR0004758
26395,2286,PR0004761
26396,10116,PR0004628
26397,10116,PR0004627
26398,1100,PR0004599
26399,10116,PR0004620
264,4,PR0024323
2640,448,PR0024100
26400,10116,PR0004619
26401,1100,PR0004598
26402,5796,PR0004593
26403,5796,PR0005030
26404,5796,PR0005031
26406,5796,PR0005038
26407,5796,PR0005034
26408,5796,PR0005032
26409,5796,PR0005033
26411,5796,PR0005035
26413,5796,PR0005040
26415,5796,PR0005039
26416,5796,PR0005036
26417,5796,PR0004594
26418,5796,PR0004595
2642,630,PR0024099
26420,5796,PR0004592
26421,1100,PR0004590
26422,1100,PR0005029
26423,1100,PR0004588
26424,1100,PR0004586
26425,1100,PR0004583
26426,1100,PR0004584
26427,10116,PR0004669
26428,10116,PR0004666
26429,10116,PR0004664
26430,10116,PR0005348
26432,10116,PR0004660
26433,10116,PR0004658
26435,4620,PR0005347
26436,4620,PR0004653
26437,4620,PR0004654
26439,10116,PR0004635
2644,210,PR0000072
26440,10116,PR0004637
26441,10116,PR0004641
26442,10116,PR0004642
26443,10116,PR0004670
26445,10116,PR0004672
26446,10116,PR0004671
26447,10116,PR0004667
26448,10116,PR0004665
26449,10116,PR0004663
26450,10116,PR0005045
26451,10116,PR0004656
26452,10116,PR0004659
26453,10116,PR0004673
26454,10116,PR0005044
26455,10116,PR0004639
26456,10116,PR0004640
26458,5522,PR0004577
26459,5522,PR0004576
26460,10116,PR0004569
26461,10116,PR0004571
26462,10116,PR0004572
26463,5522,PR0004575
26465,1100,PR0004581
26466,26390,PR0004580
26467,1100,PR0004582
26468,1100,PR0004585
26469,5796,PR0004596
26470,5796,PR0004591
26472,1100,PR0004589
26473,1100,PR0004587
26474,26390,PR0004578
26475,26390,PR0004579
26476,26390,PR0004606
26477,5522,PR0004604
26478,5522,PR0004605
26480,10116,PR0004609
26481,10116,PR0004610
26483,10116,PR0004611
26484,10116,PR0004614
26485,1100,PR0004603
26486,1100,PR0004600
26487,1100,PR0004601
26489,10116,PR0004574
26491,10116,PR0004607
26492,10116,PR0004608
26493,10116,PR0004612
26494,10116,PR0004613
26495,10116,PR0004618
26496,10116,PR0004617
26497,10116,PR0004616
26498,10116,PR0004602
26499,10116,PR0004615
265,140,PR0024322
26500,10116,PR0004573
26501,10116,PR0004638
26502,10116,PR0004636
26503,10116,PR0004634
26504,10116,PR0004631
26505,10116,PR0004632
26506,10116,PR0004633
26507,10116,PR0004643
26509,10116,PR0004630
26510,10116,PR0004644
26511,10116,PR0004655
26512,10116,PR0004651
26513,10116,PR0004629
26514,10116,PR0004626
26516,10116,PR0004645
26517,10116,PR0004625
26518,10116,PR0005041
26519,10116,PR0005042
26520,10116,PR0004621
26521,10116,PR0004622
26522,10116,PR0004624
26523,10116,PR0004623
26525,5796,PR0005043
26526,10116,PR0004649
26527,10116,PR0004648
26529,10116,PR0004647
2653,372,PR0020805
26530,10116,PR0004652
26531,10116,PR0004555
26535,10116,PR0004556
26538,10116,PR0004557
26541,10116,PR0004566
26542,10116,PR0004563
26543,10116,PR0004562
26546,10116,PR0004564
26547,10116,PR0004646
26551,10116,PR0004570
26552,10116,PR0004561
26553,10116,PR0004565
26554,10116,PR0004559
26557,10116,PR0004558
26558,10116,PR0004560
26559,10116,PR0004540
26560,10116,PR0004548
26561,10116,PR0004547
26562,10116,PR0004546
26564,10116,PR0004545
26566,10116,PR0004534
26567,5522,PR0004533
26568,10116,PR0004536
26570,10116,PR0004535
26572,5522,PR0004523
26573,5522,PR0004527
26574,5522,PR0004528
26576,5522,PR0004529
26577,5522,PR0004526
26578,2292,PR0004524
26579,5522,PR0004525
26581,2292,PR0003946
26582,512,PR0003947
26583,11436,PR0003948
26584,26390,PR0003950
26585,26390,PR0003949
26586,5522,PR0002339
26587,5522,PR0003945
26588,5522,PR0002486
26589,5522,PR0004530
26592,5522,PR0004522
26593,5522,PR0004521
26595,10116,PR0004537
26596,2292,PR0003955
26597,2292,PR0003942
26598,2292,PR0003943
26599,2292,PR0003956
26600,5522,PR0002342
26601,5522,PR0003944
26602,5522,PR0003958
26603,5522,PR0003957
26604,10116,PR0004782
26605,10116,PR0004783
26606,10116,PR0004784
26607,10116,PR0004738
26610,10116,PR0004737
26611,4620,PR0004728
26612,4620,PR0004729
26613,4620,PR0004742
26615,4620,PR0004734
26616,4620,PR0004736
26617,4620,PR0004735
26618,4620,PR0004739
26619,4620,PR0004733
26620,40494,PR0004833
26621,4620,PR0004689
26622,4620,PR0004850
26623,4620,PR0004692
26624,4620,PR0004732
26625,4620,PR0004731
26626,4620,PR0004730
26627,4620,PR0004694
26628,10116,PR0004786
26629,10116,PR0004787
26630,10116,PR0004725
26632,10116,PR0004726
26635,4620,PR0004709
26636,4620,PR0004727
26637,4620,PR0004710
26639,4620,PR0004711
26640,4620,PR0004719
26641,4620,PR0004712
26642,4620,PR0004713
26643,4620,PR0004715
26644,4620,PR0004714
26645,4620,PR0004718
26646,4620,PR0004717
26650,4620,PR0004705
26651,4620,PR0004701
26652,4620,PR0004716
26657,10116,PR0004724
26658,4620,PR0004708
26659,4620,PR0004706
26660,4620,PR0004704
26662,4620,PR0004707
26663,4620,PR0004700
26664,10116,PR0004702
26665,10116,PR0004703
26666,10116,PR0004788
26667,4620,PR0004699
26670,10116,PR0004789
26671,10116,PR0004791
26672,10116,PR0004792
26673,10116,PR0004790
26674,5522,PR0002489
26675,4620,PR0004691
26676,4620,PR0004693
26678,4620,PR0004695
26679,4620,PR0004818
26681,4620,PR0004819
26682,4620,PR0004851
26683,40494,PR0004831
26685,40494,PR0004830
26688,40494,PR0004814
26690,40494,PR0004816
26691,40494,PR0004817
26692,4620,PR0004696
26695,4620,PR0004821
26696,4620,PR0004820
26697,4620,PR0002494
26698,40494,PR0004798
26699,40494,PR0004806
26701,40494,PR0004807
26702,40494,PR0004811
26705,40494,PR0004809
26706,40494,PR0004808
26707,40494,PR0004797
26709,40494,PR0004800
26710,40494,PR0004801
26711,40494,PR0004802
26712,40494,PR0004804
26713,40494,PR0004803
26714,40494,PR0004828
26715,40494,PR0004827
26716,4620,PR0004824
26718,40494,PR0004826
26719,40494,PR0004825
26721,40494,PR0004822
26722,40494,PR0004823
26724,40494,PR0004794
26726,40494,PR0004829
26728,40494,PR0002492
26729,40494,PR0002331
26730,40494,PR0002490
26732,40494,PR0002332
26735,40494,PR0002333
26736,40494,PR0002329
26737,40494,PR0002493
26738,4620,PR0002495
26739,4620,PR0002498
26740,4620,PR0002496
26741,40494,PR0002499
26742,26464,PR0002347
26744,5522,PR0002358
26747,5522,PR0002357
2675,465,PR0020798
26750,5522,PR0002359
26751,10116,PR0002355
26752,10116,PR0002354
26753,5522,PR0002356
26754,5522,PR0002360
26756,5522,PR0002348
26757,10116,PR0002349
26759,4620,PR0002350
2676,603,PR0020797
26760,10116,PR0002351
26761,10116,PR0002353
26762,10116,PR0002352
26763,4620,PR0002293
26764,4620,PR0002294
26767,4620,PR0002296
26768,10116,PR0002335
2677,387,PR0020796
26771,5522,PR0002336
26773,4620,PR0004698
26774,4620,PR0002297
26775,4620,PR0002292
26777,4620,PR0002295
26778,4620,PR0002497
26780,4620,PR0002334
26781,4620,PR0002298
26784,4620,PR0002291
26785,4620,PR0002290
26786,40494,PR0002303
26790,40494,PR0002302
26793,40494,PR0002299
26794,40494,PR0002300
26795,40494,PR0002301
26800,40494,PR0002289
26801,40494,PR0002500
26803,40494,PR0002288
26805,40494,PR0002287
26806,15,PR0002285
26807,15,PR0002286
26808,2292,PR0003941
26809,5522,PR0002361
26811,15,PR0002281
26812,15,PR0002283
26813,15,PR0002501
26816,15,PR0002502
26820,15,PR0002284
26821,15,PR0002280
26825,12,PR0020715
26826,81,PR0020714
26827,102,PR0020713
26828,48,PR0020712
26830,48,PR0020711
26832,48,PR0020710
26834,96,PR0020709
26836,87,PR0020708
26837,129,PR0020707
26839,112,PR0020706
26841,81,PR0020705
26843,156,PR0020704
26845,102,PR0020703
26846,48,PR0020702
26848,48,PR0020701
26850,48,PR0020700
26852,96,PR0020699
26853,90,PR0020698
269,3270,PR0024321
26922,3696,PR0020697
26926,3696,PR0020696
26927,3696,PR0020695
26929,3696,PR0020694
26931,3696,PR0020693
26933,3696,PR0020692
26935,3696,PR0020691
26937,96,PR0020690
26939,3696,PR0020689
26941,96,PR0020688
26943,96,PR0020687
26947,96,PR0020686
26949,96,PR0020685
26951,96,PR0020684
26952,3696,PR0020683
26953,3696,PR0020682
26954,3696,PR0020681
26955,3696,PR0020680
26957,3696,PR0020679
26986,3696,PR0020594
26988,3696,PR0020592
26989,3696,PR0020593
26995,3696,PR0020573
27013,36,PR0020590
27015,3696,PR0020587
27017,3696,PR0020586
27019,3696,PR0020585
2702,19760,PR0021497
27021,3696,PR0020583
27022,3696,PR0020584
27023,3696,PR0020588
27041,3696,PR0020575
27042,3696,PR0020576
27044,3696,PR0020577
27046,3696,PR0020578
27048,3696,PR0020579
27049,3696,PR0020580
27051,3696,PR0020582
27052,3696,PR0020581
27063,36,PR0020463
27064,36,PR0020462
27066,36,PR0020461
27068,36,PR0020460
27070,3696,PR0020459
27073,3696,PR0020458
27075,3696,PR0020457
27076,3696,PR0020456
27079,96,PR0020419
27081,14,PR0020418
27095,14,PR0020417
27158,246,PR0004427
27159,246,PR0004428
27217,14,PR0004420
27219,246,PR0004396
2722,156,PR0024098
2723,140,PR0024097
27233,246,PR0004397
27234,246,PR0004395
27235,246,PR0004424
27256,246,PR0004393
27259,246,PR0004394
27285,14,PR0004423
27290,14,PR0004422
27306,14,PR0004421
2732,9438,PR0024096
2733,9438,PR0024095
27331,14,PR0004431
27332,14,PR0004430
27390,36,PR0020568
27391,36,PR0020567
27392,36,PR0020566
27393,96,PR0020570
27394,96,PR0020569
27395,96,PR0020571
27399,26795,PR0003504
27400,26795,PR0003505
27403,26795,PR0003512
27405,26795,PR0003507
27406,26795,PR0003514
27408,26795,PR0003506
27411,26795,PR0003508
27412,26795,PR0003509
27413,26795,PR0003510
27414,26795,PR0003511
27416,26795,PR0003513
27417,26795,PR0003517
27418,26795,PR0003516
27419,26795,PR0003527
2742,9438,PR0024094
27420,26795,PR0003525
27421,26795,PR0003526
27422,26795,PR0003522
27423,26795,PR0003521
27424,26795,PR0003519
27425,26795,PR0003515
27426,26795,PR0003518
27427,26795,PR0003523
2743,9438,PR0024093
27432,96,PR0003465
27434,96,PR0003464
27436,96,PR0003482
27437,96,PR0003481
27438,96,PR0003480
2744,0,PR0023986
27440,96,PR0003479
27441,96,PR0003486
27443,96,PR0003485
27446,96,PR0003483
2745,892038,PR0022905
27468,96,PR0003487
2747,100,PR0002728
27473,96,PR0003461
27475,96,PR0003463
27477,96,PR0003460
2748,96,PR0003474
27480,96,PR0003458
27481,96,PR0003456
27482,96,PR0003484
27483,96,PR0003453
27484,96,PR0003439
27485,96,PR0003440
27486,96,PR0003489
27487,96,PR0003430
27488,96,PR0003425
27489,96,PR0003424
27490,3696,PR0003423
27491,3696,PR0003422
27492,96,PR0003429
27493,96,PR0003428
27494,96,PR0003427
27495,96,PR0003445
27496,96,PR0003446
27497,96,PR0003448
27498,96,PR0003447
27499,96,PR0003443
27501,96,PR0003442
27502,96,PR0003437
27503,96,PR0003438
27504,96,PR0003441
27507,96,PR0021169
27508,96,PR0003436
27509,96,PR0003435
27510,96,PR0003434
27512,96,PR0003433
27513,96,PR0003431
27514,96,PR0003432
27515,3696,PR0003540
27516,3696,PR0003541
27517,3696,PR0003542
27518,3696,PR0003421
27519,3696,PR0003539
27522,3696,PR0003419
27523,3696,PR0003418
27524,3696,PR0003417
27525,3696,PR0003416
27526,3696,PR0003412
27527,3696,PR0003413
27528,3696,PR0003415
27529,3696,PR0003414
27530,3696,PR0003409
27531,3696,PR0003410
27532,3696,PR0003407
27534,3696,PR0003420
27535,3696,PR0003411
27536,3696,PR0003394
27537,3696,PR0003395
27538,3696,PR0003397
27539,3696,PR0003396
27541,246,PR0004466
27545,246,PR0004467
27546,36,PR0004468
27547,246,PR0004470
27548,120,PR0004469
27549,246,PR0004471
27550,246,PR0004472
27558,120,PR0004474
27559,246,PR0004473
27561,3696,PR0003383
27565,246,PR0004410
27566,246,PR0004409
27567,246,PR0004407
27568,246,PR0004408
27569,246,PR0004401
27570,246,PR0004400
27571,246,PR0004398
27572,246,PR0004399
27573,36,PR0004406
27575,36,PR0004405
27576,120,PR0004404
27579,120,PR0004403
27580,246,PR0004402
27581,36,PR0003380
27583,120,PR0003388
27584,36,PR0003387
27585,3696,PR0003384
27586,3696,PR0003379
27587,3696,PR0003385
27588,3696,PR0003386
27590,3696,PR0003531
27594,3696,PR0003404
27595,3696,PR0003406
27596,3696,PR0003405
27597,3696,PR0003389
27598,3696,PR0003390
27599,3696,PR0003391
27600,3696,PR0003392
27601,3696,PR0003393
27602,3696,PR0003403
27603,3696,PR0003402
27604,3696,PR0003532
27605,3696,PR0003401
27606,3696,PR0003400
27607,3696,PR0003399
27608,3696,PR0003398
27610,246,PR0004426
27611,246,PR0004425
27612,246,PR0004389
27613,246,PR0004390
27614,246,PR0004391
27615,246,PR0004392
2762,140,PR0024092
27627,14,PR0004482
27628,3480,PR0004483
27629,246,PR0003377
2763,140,PR0024091
27630,246,PR0003378
27631,246,PR0003376
27632,246,PR0003375
27633,246,PR0003374
27634,14,PR0004414
27635,14,PR0004413
27636,14,PR0004416
27638,14,PR0004433
27639,14,PR0004434
27640,14,PR0004432
27641,246,PR0004429
27643,246,PR0003381
27644,14,PR0004412
27645,14,PR0004411
27646,246,PR0004465
27648,246,PR0003491
27651,14,PR0004464
27652,14,PR0004415
27654,14,PR0004461
27655,14,PR0004462
27656,14,PR0003490
27658,3480,PR0004455
27659,3480,PR0004460
27661,3480,PR0004459
27664,3480,PR0004458
27665,3480,PR0004457
27666,3480,PR0003373
27667,246,PR0004497
27671,3480,PR0004440
27675,3480,PR0004456
27676,3480,PR0004508
27677,3480,PR0004448
27678,3480,PR0004445
27679,3480,PR0004502
27680,3480,PR0004503
27681,3480,PR0004513
27682,3480,PR0004512
27683,3480,PR0004506
27684,3480,PR0004441
27685,3480,PR0004446
27686,3480,PR0004447
27689,3480,PR0004516
2769,81,PR0030357
27690,3480,PR0003544
27691,3480,PR0003343
27692,108,PR0003342
27693,3480,PR0003344
27694,3480,PR0003347
27695,3480,PR0003346
27696,3480,PR0003345
27697,3480,PR0003351
27698,3480,PR0003350
27699,3480,PR0003349
27700,3480,PR0003348
27701,3480,PR0004442
27702,3480,PR0004443
27703,3480,PR0004514
27704,3480,PR0004515
27705,3480,PR0004517
27706,3480,PR0003488
27707,3480,PR0003355
27708,3480,PR0003354
27709,3480,PR0003352
27710,3480,PR0003353
27711,3480,PR0004518
27713,3480,PR0003367
27714,3480,PR0003366
27715,3480,PR0003365
27716,3480,PR0003364
27718,3480,PR0003371
27720,3480,PR0003370
27723,3480,PR0003372
27725,3480,PR0003368
27728,3480,PR0003363
27729,3480,PR0003361
27730,3480,PR0003360
27731,3480,PR0003362
27732,3480,PR0003359
27733,3480,PR0003358
27735,3480,PR0003356
27736,3480,PR0003357
27742,15639,PR0020661
27743,15639,PR0020660
27745,582,PR0020659
27746,582,PR0020658
27747,6084,PR0020657
27748,6084,PR0020656
27749,6084,PR0020655
27750,6084,PR0020654
27751,15639,PR0020653
27752,15639,PR0020652
27753,15639,PR0020651
27754,112,PR0020650
27755,76,PR0020649
27756,76,PR0020648
27757,76,PR0020647
27758,76,PR0020646
27759,76,PR0020645
27760,76,PR0020644
27761,76,PR0020643
27762,177,PR0020642
27763,177,PR0020641
27764,177,PR0020640
27765,177,PR0020638
27766,177,PR0020639
27806,4620,PR0020678
27838,660,PR0000824
27845,175,PR0020675
27855,796,PR0020674
27856,796,PR0020673
27881,22200,PR0020672
27908,224,PR0020671
2791,384,PR0030089
27910,216,PR0020670
2793,384,PR0030350
27932,2904,PR0020669
27934,2904,PR0020668
27935,4692,PR0020667
2794,384,PR0030090
27949,124,PR0020666
2796,384,PR0030234
27963,1602,PR0030036
2797,384,PR0030235
28,7761,PR0002257
28018,399,PR0021315
28037,120,PR0020665
28039,370,PR0020664
28040,36,PR0020662
28041,36,PR0020663
28043,69,PR0020637
28044,69,PR0020636
28099,2992,PR0020620
28100,2992,PR0020619
28101,2992,PR0020618
28102,2992,PR0020617
28103,88,PR0020616
28104,7056,PR0020614
28105,7056,PR0020615
28108,2992,PR0020611
28109,2992,PR0020610
28110,2992,PR0020609
28111,2992,PR0020608
28113,7056,PR0020607
2812,384,PR0024090
28137,60,PR0020602
28138,336,PR0020601
28139,320,PR0020600
28163,56,PR0020599
28165,12450,PR0000713
28168,12450,PR0000712
28170,12450,PR0020598
28171,12450,PR0020597
28173,600,PR0020596
28175,600,PR0020595
28178,72,PR0020572
28182,110760,PR0005089
28185,80613,PR0005104
28186,80613,PR0005103
28187,1656,PR0005155
28188,1656,PR0005470
28189,240,PR0005469
28190,240,PR0005102
28191,240,PR0005101
28192,240,PR0005468
28193,240,PR0005100
28196,240,PR0005098
28202,492,PR0005099
28205,492,PR0005095
28211,492,PR0005108
28212,492,PR0005096
28216,492,PR0005094
28218,492,PR0005093
28219,0,PR0005092
28221,32,PR0005091
28223,110760,PR0005090
28225,8687,PR0005088
28228,7182,PR0005087
2823,840,PR0010179
28231,774,PR0005086
28233,3047,PR0005085
28237,27649,PR0005084
28241,440,PR0005083
28245,1216,PR0005082
28248,1080,PR0005081
28251,492,PR0005080
28254,100,PR0005077
28257,284,PR0005076
28258,2697,PR0005111
28262,1722,PR0005075
28264,168,PR0005074
28266,54,PR0001335
28268,3024,PR0001334
28271,4576,PR0005073
28273,8880,PR0005072
28275,8880,PR0005071
28277,144,PR0005070
28279,144,PR0005069
28281,144,PR0005068
28283,144,PR0005067
28284,38164,PR0005066
28286,38164,PR0005065
28291,150,PR0005064
28293,940,PR0005063
28294,1696,PR0005062
28297,792,PR0005061
28299,140,PR0005060
28300,1710,PR0005059
28303,875,PR0005058
28304,875,PR0030035
28305,292,PR0005634
28308,2997,PR0005057
28310,2997,PR0005056
28313,19190,PR0005055
28315,19190,PR0005054
28317,19190,PR0005053
28318,18,PR0005052
28320,18,PR0005051
28322,18,PR0005050
28323,18,PR0005049
28345,553,PR0020546
28351,188,PR0000307
2836,35,PR0024088
28369,125,PR0020545
28374,232,PR0020544
28376,264,PR0020543
2839,621,PR0024087
28392,80613,PR0000511
2840,621,PR0024086
28402,1092,PR0001022
28408,1656,PR0030033
28409,1092,PR0005112
2841,390,PR0024085
28413,1656,PR0000512
28415,1656,PR0000513
28418,1815,PR0000514
2842,60,PR0024084
28422,1127,PR0000515
28430,96,PR0000516
28431,96,PR0000517
28436,579,PR0000518
28440,23,PR0000519
28441,126,PR0005243
28443,306,PR0005242
28445,88,PR0005241
28451,865,PR0030032
28452,21,PR0030031
28454,172,PR0005240
28455,212,PR0005239
28459,172,PR0030030
28460,204,PR0005238
28464,6,PR0030028
28465,6,PR0030029
28472,636,PR0005236
28473,256,PR0005237
28477,1056,PR0030027
28478,93,PR0005235
28484,714,PR0000901
28487,132,PR0005234
28489,153,PR0030026
28497,189,PR0005233
28504,72,PR0030025
28519,160,PR0009206
28520,183,PR0030024
28521,243,PR0005232
28536,616,PR0005231
28542,625,PR0005230
28545,20,PR0005229
28547,94,PR0005228
28550,94,PR0005227
28551,94,PR0005226
28558,500,PR0030023
28559,94,PR0005225
28562,172,PR0030022
28564,100,PR0005224
28566,382,PR0005223
28569,382,PR0005222
28571,184,PR0005221
28573,582,PR0005220
28575,582,PR0005219
28582,582,PR0005218
28587,896,PR0005217
28589,500,PR0005216
28591,850,PR0005215
28593,0,PR0005214
28595,0,PR0005213
28597,3927,PR0005212
28600,3927,PR0000524
28601,3927,PR0005211
28604,0,PR0005210
28606,0,PR0005209
28608,141,PR0005208
28610,141,PR0005207
28612,888,PR0005206
28614,888,PR0005205
28616,580,PR0005204
28618,580,PR0005203
28620,381,PR0005202
28622,381,PR0005201
28624,2101,PR0005200
28625,5664,PR0030021
28626,2101,PR0005199
28628,34,PR0005198
28630,34,PR0005197
28632,34,PR0005196
28634,34,PR0005195
28636,34,PR0005194
28638,34,PR0005193
28640,488,PR0005192
28642,0,PR0005188
28645,0,PR0020541
28748,35860,PR0030034
28751,1820,PR0020524
28797,185,PR0020522
28836,270,PR0020520
28861,798,PR0020519
28867,0,PR0020517
28869,909,PR0020516
28870,156,PR0020515
28873,1020,PR0020514
28876,10164,PR0020513
28931,256,PR0003226
28932,256,PR0003222
28938,1008,PR0005127
28941,1008,PR0003221
28944,2332,PR0020504
28951,17900,PR0003208
28955,17900,PR0003207
28956,17900,PR0003206
28957,17900,PR0003205
28961,17900,PR0003293
28962,17900,PR0010716
28973,17900,PR0003204
28981,172,PR0003203
28985,106,PR0003202
28987,2807,PR0003201
28991,0,PR0020507
28994,0,PR0030020
28997,0,PR0003200
29001,256,PR0003199
29007,3619,PR0003198
29010,3619,PR0003197
