code,node_id_old,node_id_new
PR0000270,53780,22522
PR0000265,53781,22523
PR0001013,53797,22537
PR0005572,53841,22571
PR0000850,53858,22587
PR0009995,22145,23618
PR0009726,22146,23619
PR0009019,22147,23620
PR0002427,43338,20315
PR0005576,53877,22604
PR0000640,53878,22605
PR0000874,53914,22635
PR0000875,53915,22636
PR0001072,53952,22668
PR0001067,53970,22683
PR0002412,43339,20316
PR0002438,43368,20329
PR0009805,24573,23674
PR0009804,24574,23675
PR0009803,24575,23676
PR0009802,24576,23677
PR0009812,24582,23678
PR0009882,24628,23679
PR0009981,25892,23704
PR0009008,5733,23096
PR0009137,6232,23130
PR0009138,6234,23131
PR0009422,6249,23132
PR0009326,28197,23894
PR0009892,28206,23895
PR0009269,28240,23897
PR0010562,44240,20511
PR0010563,44241,20512
PR0010564,44242,20513
PR0020024,44335,20528
PR0020023,44351,20529
PR0009125,11662,23357
PR0009124,11667,23358
PR0030188,32427,12414
PR0003513,27416,17203
PR0010337,45362,20668
PR0010338,45363,20669
PR0010326,45364,20670
PR0010320,45465,20697
PR0003517,27417,17204
PR0022638,13383,12317
PR0022637,13384,12318
PR0030196,32402,12402
PR0030195,32409,12405
PR0009953,30391,23950
PR0009929,30864,23968
PR0030194,32410,12406
PR0009919,34188,24062
PR0009960,34747,24119
PR0003518,27426,17213
PR0003511,27414,17202
PR0003494,2522,13360
PR0023936,4032,13566
PR0023934,4034,13567
PR0022460,14716,15042
PR0021457,20906,15920
PR0000072,2644,13388
PR0003515,27425,17212
PR0003523,27427,17214
PR0005286,32405,18055
PR0021456,20914,15921
PR0010292,46218,20841
PR0010289,46219,20842
PR0010288,46220,20843
PR0001729,46265,20857
PR0003497,24653,16275
PR0003512,27403,17195
PR0020459,27070,17166
PR0005524,47151,21270
PR0000011,47152,21271
PR0000050,47168,21286
PR0000049,47169,21287
PR0000060,47206,21318
PR0000063,47207,21319
PR0000062,47208,21320
PR0024041,3232,13450
PR0023762,5461,13754
PR0022058,30344,17757
PR0000112,47209,21321
PR0000065,47211,21322
PR0000114,47227,21336
PR0000113,47229,21337
PR0000123,47230,21338
PR0023465,7790,14116
PR0004453,8059,14161
PR0023434,8062,14162
PR0023433,8064,14163
PR0023202,9701,14425
PR0022827,11943,14769
PR0022828,11944,14770
PR0000104,47255,21360
PR0009667,2523,22924
PR0022815,12047,14779
PR0022804,12196,14793
PR0022802,12197,14794
PR0022803,12198,14795
PR0022801,12199,14796
PR0021797,19043,15658
PR0021786,19079,15670
PR0021785,19081,15671
PR0021783,19083,15672
PR0021784,19084,15673
PR0021782,19086,15674
PR0021767,19134,15688
PR0009918,32413,24028
PR0009038,32428,24029
PR0009045,32437,24030
PR0024040,3234,13451
PR0024039,3236,13452
PR0024011,3381,13477
PR0021600,19798,15797
PR0004463,19872,15804
PR0021556,19994,15838
PR0021301,22187,16027
PR0021168,23710,16129
PR0021167,23712,16130
PR0020693,26931,17128
PR0020679,26957,17142
PR0003827,46485,21067
PR0004282,46684,21083
PR0004369,46718,21115
PR0020591,3421,13478
PR0020589,3422,13479
PR0004495,3425,13480
PR0023761,5462,13755
PR0023461,7800,14120
PR0023431,8066,14164
PR0004437,8080,14176
PR0023397,8361,14208
PR0023382,8419,14221
PR0023201,9702,14426
PR0023200,9707,14427
PR0022823,11959,14771
PR0002461,48377,21487
PR0010931,48492,21499
PR0001094,48495,21501
PR0010921,48514,21504
PR0022822,12010,14772
PR0022798,12202,14799
PR0022633,13412,14935
PR0021110,13992,14984
PR0010619,13994,14985
PR0020574,14739,15047
PR0022097,17144,15353
PR0022098,17145,15354
PR0022083,17205,15369
PR0021990,17793,15453
PR0021922,18506,15578
PR0021848,18764,15625
PR0021798,19044,15659
PR0021796,19047,15660
PR0021781,19087,15675
PR0021768,19135,15689
PR0021612,19775,15785
PR0010908,48983,21632
PR0010892,49093,21633
PR0010881,49497,21651
PR0021589,19879,15805
PR0021428,21194,15938
PR0021427,21199,15939
PR0021426,21203,15940
PR0021425,21205,15941
PR0021166,23715,16132
PR0004382,24708,16298
PR0004488,24739,16311
PR0004489,24740,16312
PR0020593,26989,17145
PR0005300,32377,18046
PR0003425,27488,17236
PR0000641,50212,21806
PR0000688,50213,21807
PR0000728,50214,21808
PR0003424,27489,17237
PR0021169,27507,17252
PR0003412,27526,17268
PR0003413,27527,17269
PR0004406,27573,17299
PR0004405,27575,17300
PR0004404,27576,17301
PR0003343,27691,17379
PR0004515,27704,17392
PR0004517,27705,17393
PR0003488,27706,17394
PR0003355,27707,17395
PR0003372,27723,17406
PR0003368,27725,17407
PR0003363,27728,17408
PR0003361,27729,17409
PR0010789,51028,21939
PR0010728,51031,21940
PR0000476,51172,21954
PR0000478,51173,21955
PR0000477,51174,21956
PR0003360,27730,17410
PR0000086,47249,21354
PR0000085,47250,21355
PR0000135,47276,21376
PR0021563,54131,22805
PR0009979,24732,23686
PR0009793,24747,23687
PR0010664,52147,22118
PR0002983,52424,22333
PR0002984,52425,22334
PR0002981,52439,22345
PR0002977,52440,22346
PR0002976,52441,22347
PR0000341,53728,22475
PR0000481,53729,22476
PR0000286,53761,22504
PR0000287,53762,22505
PR0000989,53897,22619
PR0001142,53899,22620
PR0001143,53900,22621
PR0001452,53901,22622
PR0001041,53902,22623
PR0001046,53917,22638
PR0000937,54051,22747
PR0001078,54052,22748
PR0000938,54053,22749
PR0009997,20756,23598
PR0009977,24310,23659
PR0009976,24319,23660
PR0009442,24321,23661
PR0009271,28244,23898
PR0020594,26986,17143
PR0009913,28586,23913
PR0009955,30451,23951
PR0009609,32323,24023
PR0009411,32348,24024
PR0009362,32449,24031
PR0009927,33882,24042
PR0009895,33935,24044
PR0009846,33939,24045
PR0009845,33947,24046
PR0009897,33954,24047
PR0009497,33962,24048
PR0009226,34195,24065
PR0009229,34197,24066
PR0009946,34250,24077
PR0009263,34310,24080
PR0009144,34314,24081
PR0009141,34324,24082
PR0009147,34331,24083
PR0009971,34343,24084
PR0009970,34346,24086
PR0009937,34388,24099
PR0009133,34399,24102
PR0009120,34407,24103
PR0009151,34409,24104
PR0009134,34410,24105
PR0009510,34423,24106
PR0030185,32436,12415
PR0020026,46851,21200
PR0000034,47192,21305
PR0000031,47194,21306
PR0022578,13820,12324
PR0022577,13821,12325
PR0021923,17424,12361
PR0030197,32403,12403
PR0030363,516,13110
PR0020805,2653,13389
PR0020798,2675,13390
PR0004424,27235,17179
PR0004393,27256,17180
PR0004394,27259,17181
PR0004423,27285,17182
PR0003480,27438,17219
PR0003479,27440,17220
PR0003430,27487,17235
PR0004403,27579,17302
PR0003391,27599,17317
PR0004391,27614,17331
PR0003373,27666,17362
PR0010638,47033,21218
PR0010641,47035,21219
PR0010642,47036,21220
PR0010640,47037,21221
PR0010643,47038,21222
PR0010644,47039,21223
PR0010622,47076,21239
PR0000090,47128,21267
PR0009010,32395,24027
PR0002872,36370,18719
PR0002879,36373,18720
PR0002873,36375,18721
PR0002880,36377,18722
PR0020578,27046,17157
PR0020579,27048,17158
PR0020580,27049,17159
PR0024255,790,13130
PR0023956,3863,13542
PR0023954,3878,13544
PR0005105,4366,13607
PR0005487,9352,14371
PR0022818,12034,14776
PR0020135,12816,14893
PR0023786,5256,13734
PR0003245,5530,13766
PR0021729,19364,15722
PR0004657,24603,16254
PR0004868,26178,16620
PR0005004,26264,16691
PR0010998,43593,20415
PR0002735,37906,19130
PR0002736,37907,19131
PR0002828,37908,19132
PR0002755,41733,20005
PR0003559,48611,21555
PR0003283,52261,22186
PR0024311,386,12981
PR0024289,432,12982
PR0024209,1240,12983
PR0023241,9542,12996
PR0015267,39811,13010
PR0023570,363,13074
PR0024301,407,13086
PR0024300,409,13087
PR0024299,411,13088
PR0024298,413,13089
PR0024297,415,13090
PR0024296,417,13091
PR0024295,419,13092
PR0024293,421,13093
PR0024283,461,13104
PR0030364,465,13105
PR0024233,1013,13149
PR0024231,1019,13150
PR0024232,1020,13151
PR0024230,1034,13152
PR0024241,1191,13166
PR0020716,3032,13429
PR0000479,3038,13430
PR0023993,3632,13506
PR0023994,3633,13507
PR0000919,3716,13520
PR0023974,3744,13522
PR0030341,4466,13614
PR0023891,4525,13631
PR0023851,4906,13668
PR0023849,4916,13670
PR0023838,5001,13681
PR0023836,5005,13682
PR0023837,5006,13683
PR0023835,5011,13684
PR0005541,5560,13774
PR0030270,5779,13806
PR0023616,5901,13838
PR0002049,6202,13875
PR0030251,6243,13892
PR0005319,6437,13960
PR0023637,6455,13961
PR0023590,6775,14009
PR0022061,6781,14010
PR0023589,6783,14011
PR0023414,8209,14190
PR0023413,8215,14191
PR0023402,8309,14203
PR0023400,8322,14204
PR0023401,8325,14205
PR0023399,8332,14206
PR0023353,8640,14240
PR0023292,8972,14333
PR0023291,8975,14334
PR0023269,9212,14353
PR0023268,9218,14354
PR0023264,9261,14356
PR0023251,9509,14390
PR0023186,9752,14439
PR0023091,10186,14529
PR0023001,10634,14618
PR0023000,10635,14619
PR0022980,10735,14633
PR0022979,10736,14634
PR0022687,12779,14890
PR0020134,12813,14892
PR0022601,13654,14957
PR0022510,14344,14997
PR0022465,14621,15032
PR0022317,15514,15179
PR0022315,15518,15180
PR0022313,15520,15181
PR0022312,15523,15182
PR0022311,15526,15184
PR0022295,15615,15197
PR0022011,17429,15390
PR0022031,17611,15423
PR0022030,17621,15424
PR0022029,17622,15425
PR0030112,17898,15498
PR0030096,17912,15512
PR0030095,17913,15513
PR0021485,20379,15903
PR0009942,1922,22895
PR0021405,21636,15956
PR0021404,21647,15957
PR0021402,21680,15958
PR0021403,21681,15959
PR0004662,24595,16249
PR0004661,24597,16251
PR0021035,24801,16339
PR0021034,24804,16340
PR0020983,24909,16354
PR0020982,24910,16355
PR0020912,25128,16413
PR0020859,25235,16442
PR0020857,25236,16443
PR0020784,25819,16503
PR0020783,25820,16504
PR0020749,25935,16534
PR0020748,25936,16535
PR0020746,25937,16536
PR0020730,26031,16550
PR0005002,26261,16688
PR0004901,26281,16704
PR0004900,26282,16705
PR0004929,26316,16732
PR0004928,26317,16733
PR0004926,26318,16734
PR0005045,26450,16837
PR0004656,26451,16838
PR0004582,26467,16852
PR0004585,26468,16853
PR0004600,26486,16868
PR0004601,26487,16869
PR0004645,26516,16894
PR0004714,26644,16990
PR0004707,26662,17000
PR0004700,26663,17001
PR0004702,26664,17002
PR0004703,26665,17003
PR0004788,26666,17004
PR0020607,28113,17472
PR0005470,28188,17488
PR0001334,28268,17519
PR0030035,28304,17536
PR0000515,28422,17559
PR0005237,28473,17576
PR0005605,30776,17876
PR0020397,30882,17917
PR0020392,31105,17929
PR0020336,31113,17930
PR0020338,31172,17931
PR0003211,31250,17947
PR0020301,32127,17963
PR0002065,32370,18042
PR0002064,32372,18043
PR0005280,32445,18062
PR0004076,32451,18063
PR0004074,32487,18077
PR0005171,33895,18105
PR0005162,33913,18122
PR0005161,33914,18123
PR0050005,34090,18204
PR0002551,34124,18236
PR0001425,34125,18237
PR0001422,34127,18238
PR0001579,34166,18268
PR0005318,34182,18281
PR0005138,34352,18359
PR0000533,34359,18363
PR0000832,34361,18364
PR0001460,34362,18365
PR0000631,34382,18379
PR0000732,34414,18393
PR0020141,35079,18494
PR0020133,35170,18512
PR0020132,35192,18513
PR0020067,35619,18527
PR0002269,35736,18542
PR0015158,35739,18543
PR0010068,36624,18810
PR0010216,36715,18825
PR0010215,36716,18826
PR0004165,39438,19420
PR0001697,39832,19579
PR0001595,39918,19611
PR0015254,39956,19627
PR0015252,39960,19628
PR0015245,40106,19645
PR0001603,40122,19661
PR0001228,42544,20199
PR0020100,42589,20234
PR0001218,42662,20249
PR0001310,42680,20265
PR0011019,43314,20313
PR0002460,43337,20314
PR0001808,46333,20923
PR0001926,46351,20939
PR0001904,46447,21031
PR0001910,46448,21032
PR0010937,48663,21566
PR0003588,48664,21567
PR0003589,48666,21568
PR0003580,48679,21580
PR0003581,48680,21581
PR0003585,48681,21582
PR0000787,50232,21825
PR0005264,50291,21874
PR0005266,50292,21875
PR0010745,50495,21889
PR0000568,50497,21890
PR0010750,50757,21904
PR0010748,50767,21905
PR0003153,52330,22251
PR0003037,52421,22330
PR0002993,52422,22331
PR0002992,52423,22332
PR0001060,53972,22684
PR0000924,54033,22729
PR0000925,54034,22730
PR0001077,54035,22731
PR0001076,54036,22732
PR0001074,54037,22733
PR0001097,54049,22745
PR0000957,54068,22764
PR0009037,7840,23227
PR0009031,7843,23228
PR0009042,10291,23338
PR0009440,24294,23656
PR0009167,28194,23893
PR0009216,28553,23911
PR0009003,30312,23949
PR0023932,4041,13568
PR0000079,4231,13550
PR0022671,12964,14912
PR0003520,24652,16274
PR0003504,27399,17193
PR0003505,27400,17194
PR0030366,5,13024
PR0005293,8,13025
PR0005291,10,13026
PR0024124,2503,13356
PR0022799,12200,14797
PR0022800,12201,14798
PR0022016,17683,15437
PR0022017,17684,15438
PR0021851,18758,15622
PR0021850,18761,15623
PR0021799,19042,15657
PR0021165,23714,16131
PR0004385,24706,16296
PR0004383,24707,16297
PR0004486,24734,16309
PR0004487,24736,16310
PR0020804,25756,16490
PR0020582,27051,17160
PR0003482,27436,17217
PR0003481,27437,17218
PR0003440,27485,17233
PR0003442,27501,17248
PR0003437,27502,17249
PR0003438,27503,17250
PR0003441,27504,17251
PR0003418,27523,17265
PR0003417,27524,17266
PR0003416,27525,17267
PR0004468,27546,17283
PR0004470,27547,17284
PR0004398,27571,17297
PR0004399,27572,17298
PR0003405,27596,17314
PR0003389,27597,17315
PR0003390,27598,17316
PR0004426,27610,17327
PR0004425,27611,17328
PR0004389,27612,17329
PR0004390,27613,17330
PR0003381,27643,17347
PR0004460,27659,17358
PR0004459,27661,17359
PR0004458,27664,17360
PR0004457,27665,17361
PR0004446,27685,17375
PR0004447,27686,17376
PR0004516,27689,17377
PR0003544,27690,17378
PR0005292,32387,18050
PR0005290,32391,18051
PR0010621,47075,21238
PR0000126,47110,21252
PR0000130,47111,21253
PR0000131,47112,21254
PR0000132,47113,21255
PR0009978,24690,23684
PR0009940,32390,24026
PR0023441,7947,12264
PR0022749,12448,12302
PR0022241,16323,12354
PR0022235,16381,12356
PR0022055,17387,12357
PR0022056,17388,12358
PR0022568,14014,12333
PR0022432,14900,12334
PR0022423,14941,12335
PR0021543,20044,12374
PR0020525,28738,12391
PR0020484,29733,12399
PR0030184,32440,12416
PR0030181,32441,12417
PR0023964,3805,13532
PR0023828,5095,13692
PR0023821,5114,13699
PR0023760,5464,13756
PR0023270,9210,14352
PR0023266,9229,14355
PR0023220,9596,14412
PR0023218,9602,14414
PR0023217,9604,14415
PR0023214,9634,14419
PR0022999,10638,14621
PR0022689,12774,14888
PR0011009,12812,14891
PR0022567,14037,14987
PR0010207,15019,15092
PR0010194,15021,15094
PR0001328,15052,15096
PR0002691,15079,15098
PR0010176,15086,15099
PR0023965,3799,13531
PR0023949,3904,13551
PR0022848,11816,14749
PR0022845,11843,14752
PR0022844,11855,14753
PR0021108,15219,15131
PR0022310,15525,15183
PR0020091,16080,15225
PR0022225,16460,15254
PR0021926,18449,15575
PR0021882,18682,15591
PR0005339,24424,16202
PR0005011,24443,16211
PR0021055,24508,16222
PR0004553,24565,16239
PR0005349,24596,16250
PR0003036,30421,17775
PR0020104,39070,19394
PR0000986,39092,19397
PR0002601,43422,20377
PR0002602,43444,20395
PR0000756,50153,21748
PR0000657,50174,21769
PR0000648,50175,21770
PR0003131,52279,22200
PR0003096,52359,22280
PR0000480,53717,22466
PR0005578,53835,22566
PR0023602,6664,13992
PR0023600,6668,13994
PR0003183,11569,14739
PR0020779,25828,16508
PR0020778,25830,16509
PR0020514,28873,17641
PR0003221,28941,17646
PR0010023,36470,18741
PR0010022,36472,18743
PR0010024,36473,18744
PR0010030,36476,18746
PR0003309,36477,18747
PR0002959,36479,18749
PR0002946,36525,18780
PR0010089,37604,19030
PR0010087,37606,19032
PR0010075,37653,19056
PR0010209,37657,19059
PR0002658,37677,19061
PR0003341,37839,19105
PR0002734,37905,19129
PR0002637,40724,19789
PR0002764,40725,19790
PR0002781,40727,19792
PR0002568,40729,19794
PR0001774,41429,19947
PR0001775,41430,19948
PR0001766,41431,19949
PR0001765,41432,19950
PR0002609,41607,19989
PR0002610,41608,19990
PR0002611,41611,19993
PR0002612,41612,19994
PR0003554,48610,21554
PR0023205,111,12980
PR0010942,8586,12994
PR0023242,9540,12995
PR0011162,39011,13009
PR0030365,17,13027
PR0024348,94,13042
PR0024346,97,13043
PR0024328,244,13057
PR0024329,245,13058
PR0024318,351,13071
PR0024317,355,13072
PR0024316,358,13073
PR0024208,1270,13180
PR0024207,1272,13181
PR0024193,1303,13195
PR0021144,1372,13209
PR0021143,1373,13210
PR0021630,1385,13211
PR0021140,1386,13212
PR0021138,1393,13213
PR0021126,1432,13223
PR0021125,1434,13224
PR0021124,1435,13225
PR0020547,1519,13238
PR0020550,1520,13239
PR0020551,1521,13240
PR0020554,1522,13241
PR0020556,1523,13242
PR0020560,1524,13243
PR0001583,1984,13244
PR0024190,1558,13254
PR0024189,1576,13255
PR0024188,1578,13256
PR0021075,1648,13270
PR0024172,1660,13271
PR0001879,1786,13287
PR0024278,1791,13288
PR0024155,1811,13289
PR0001584,1986,13305
PR0030123,2036,13321
PR0030122,2037,13322
PR0000788,2050,13324
PR0024137,2289,13345
PR0024135,2294,13346
PR0024110,2573,13367
PR0000753,2621,13382
PR0024091,2763,13404
PR0030357,2769,13405
PR0030327,3923,13557
PR0023944,3938,13558
PR0023943,3942,13559
PR0023923,4146,13580
PR0023892,4520,13629
PR0023468,4522,13630
PR0023872,4648,13645
PR0023871,4696,13646
PR0023857,4861,13663
PR0023855,4875,13664
PR0023854,4879,13665
PR0023853,4887,13667
PR0023816,5122,13704
PR0023812,5130,13708
PR0023811,5132,13709
PR0023789,5249,13731
PR0023788,5251,13732
PR0023746,5550,13771
PR0023730,5767,13800
PR0023728,5769,13801
PR0023729,5770,13802
PR0023727,5772,13803
PR0023726,5774,13804
PR0023725,5776,13805
PR0023714,5801,13814
PR0023713,5803,13815
PR0023704,5821,13824
PR0023703,5823,13825
PR0023691,5882,13836
PR0023690,5884,13837
PR0023664,6043,13856
PR0023749,6195,13872
PR0023751,6198,13873
PR0030314,6200,13874
PR0022813,6242,13891
PR0000406,51288,22052
PR0023510,7403,14075
PR0023487,7666,14094
PR0030276,7673,14095
PR0023476,7720,14108
PR0023475,7722,14109
PR0023474,7733,14110
PR0023471,7753,14111
PR0030273,7957,14146
PR0023439,7965,14147
PR0023437,7969,14148
PR0023376,8438,14222
PR0002982,8460,14223
PR0023357,8622,14236
PR0001537,8712,14252
PR0030262,8761,14266
PR0030261,8764,14267
PR0002693,8773,14268
PR0002834,8794,14284
PR0002835,8795,14285
PR0002687,8813,14299
PR0002688,8814,14300
PR0002689,8815,14301
PR0002690,8816,14302
PR0023311,8891,14315
PR0023310,8898,14316
PR0023297,8943,14330
PR0023189,9746,14435
PR0023187,9750,14437
PR0023157,9850,14468
PR0023143,9951,14481
PR0023142,9952,14482
PR0023141,9954,14483
PR0023139,9957,14484
PR0023129,9977,14495
PR0023128,9979,14496
PR0023127,9981,14497
PR0023126,9997,14498
PR0023111,10102,14510
PR0023082,10249,14540
PR0023080,10255,14541
PR0023079,10256,14542
PR0023066,10394,14553
PR0023065,10405,14555
PR0023063,10415,14556
PR0023062,10417,14557
PR0023060,10419,14558
PR0023061,10420,14559
PR0023050,10459,14569
PR0023048,10466,14570
PR0023049,10467,14571
PR0023035,10526,14584
PR0023034,10527,14585
PR0023032,10529,14586
PR0023033,10530,14587
PR0023031,10537,14588
PR0023019,10573,14599
PR0023020,10574,14600
PR0023017,10581,14602
PR0023016,10608,14603
PR0023015,10609,14604
PR0023005,10626,14614
PR0023003,10631,14616
PR0023002,10633,14617
PR0022959,10849,14651
PR0022957,10850,14652
PR0022958,10851,14653
PR0022939,10946,14668
PR0022938,10948,14669
PR0022935,10955,14671
PR0022936,10956,14672
PR0022934,10958,14673
PR0022933,10961,14674
PR0022924,11012,14683
PR0022922,11023,14684
PR0022921,11037,14686
PR0022867,11532,14736
PR0022843,11868,14754
PR0022842,11879,14755
PR0022841,11884,14756
PR0022785,12216,14812
PR0022786,12220,14813
PR0022756,12394,14828
PR0022755,12397,14830
PR0022753,12398,14831
PR0002225,12541,14848
PR0030245,12549,14849
PR0022718,12647,14866
PR0022717,12652,14867
PR0022710,12713,14873
PR0022690,12772,14887
PR0022688,12776,14889
PR0022660,13120,14921
PR0022658,13124,14923
PR0022657,13126,14924
PR0022655,13130,14926
PR0022628,13447,14940
PR0000367,13459,14941
PR0022627,13460,14942
PR0022626,13480,14943
PR0022499,14389,15008
PR0022497,14391,15009
PR0022498,14392,15010
PR0022496,14403,15011
PR0022479,14552,15027
PR0022478,14554,15028
PR0022469,14592,15029
PR0022468,14601,15030
PR0022467,14615,15031
PR0022458,14757,15048
PR0010028,14762,15049
PR0030206,16902,15051
PR0022436,14876,15067
PR0002906,14879,15068
PR0022424,14919,15082
PR0022260,16143,15232
PR0022425,14920,15083
PR0022369,15228,15132
PR0022368,15231,15133
PR0022366,15232,15134
PR0022367,15233,15135
PR0022349,15310,15149
PR0022301,15590,15194
PR0022300,15595,15195
PR0022296,15614,15196
PR0022282,15778,15209
PR0022280,15787,15210
PR0022243,16310,15241
PR0022223,16491,15256
PR0022222,16493,15257
PR0022221,16494,15258
PR0022204,16563,15273
PR0022203,16569,15274
PR0022202,16571,15275
PR0022201,16575,15276
PR0022200,16582,15277
PR0022186,16646,15291
PR0030218,16746,15308
PR0030217,16749,15309
PR0030180,17872,15337
PR0022042,17472,15402
PR0001524,17510,15403
PR0022032,17607,15422
PR0022000,17737,15446
PR0021998,17741,15447
PR0030154,17845,15462
PR0030152,17846,15463
PR0030151,17847,15464
PR0030138,17860,15477
PR0030137,17861,15478
PR0030136,17862,15479
PR0030135,17863,15480
PR0030134,17864,15481
PR0030116,17894,15494
PR0030115,17895,15495
PR0030114,17896,15496
PR0030113,17897,15497
PR0030100,17909,15509
PR0030098,17910,15510
PR0030097,17911,15511
PR0021982,17942,15524
PR0021981,17945,15525
PR0021980,17948,15526
PR0021979,17950,15527
PR0021978,17952,15528
PR0021954,18186,15542
PR0021941,18300,15557
PR0021940,18306,15558
PR0021939,18311,15559
PR0021928,18414,15571
PR0001377,18415,15572
PR0021927,18431,15573
PR0001419,18448,15574
PR0021924,18452,15576
PR0021905,18585,15588
PR0021884,18679,15589
PR0021883,18681,15590
PR0021870,18703,15603
PR0021869,18705,15604
PR0050008,34088,18202
PR0021867,18709,15606
PR0002103,18841,15639
PR0021837,18849,15640
PR0021835,18867,15641
PR0021836,18868,15642
PR0021834,18875,15643
PR0021763,19254,15696
PR0021761,19255,15697
PR0021749,19279,15710
PR0021725,19371,15725
PR0021724,19375,15726
PR0021714,19396,15727
PR0021713,19401,15728
PR0021657,19589,15759
PR0021642,19614,15771
PR0021643,19615,15772
PR0021641,19617,15773
PR0021640,19618,15774
PR0021596,19827,15799
PR0021526,20108,15857
PR0021527,20109,15858
PR0021525,20112,15859
PR0021514,20161,15871
PR0021512,20164,15872
PR0021499,20239,15886
PR0021447,21073,15930
PR0021445,21077,15931
PR0021444,21079,15932
PR0021391,21820,15970
PR0021390,21822,15971
PR0021376,21973,15985
PR0021375,21974,15986
PR0021374,21975,15987
PR0021351,22033,16001
PR0021339,22079,16015
PR0021337,22085,16016
PR0021338,22086,16017
PR0021336,22088,16018
PR0021294,22318,16032
PR0021293,22322,16033
PR0021292,22325,16034
PR0021291,22329,16035
PR0021290,22333,16036
PR0021279,22389,16047
PR0021278,22394,16048
PR0021277,22399,16049
PR0021276,22404,16050
PR0021275,22410,16051
PR0021262,22475,16063
PR0021263,22476,16064
PR0021206,23512,16094
PR0021192,23545,16108
PR0021191,23547,16109
PR0021182,23548,16110
PR0021190,23556,16111
PR0021178,23590,16122
PR0021177,23592,16123
PR0021176,23633,16124
PR0021116,23854,16146
PR0021113,23863,16147
PR0002194,24273,16166
PR0002129,24368,16181
PR0005336,24415,16197
PR0005335,24416,16198
PR0004970,24456,16217
PR0004968,24457,16218
PR0004538,24541,16232
PR0003492,24644,16270
PR0021051,24764,16323
PR0021049,24767,16324
PR0021048,24769,16325
PR0023511,24795,16337
PR0021036,24800,16338
PR0020986,24905,16351
PR0020985,24906,16352
PR0020942,25028,16382
PR0020941,25037,16383
PR0020888,25169,16426
PR0020889,25170,16427
PR0020861,25233,16440
PR0020860,25234,16441
PR0020820,25364,16453
PR0020819,25365,16454
PR0020946,25397,16455
PR0020818,25431,16456
PR0020817,25436,16457
PR0002165,25652,16471
PR0002164,25658,16472
PR0002163,25671,16473
PR0002162,25676,16474
PR0020770,25846,16518
PR0020767,25848,16519
PR0020768,25849,16520
PR0020766,25909,16521
PR0020750,25934,16533
PR0020717,26064,16567
PR0004922,26212,16643
PR0005017,26240,16669
PR0004983,26241,16670
PR0004979,26242,16671
PR0004980,26243,16672
PR0004996,26333,16746
PR0004989,26335,16747
PR0004743,26374,16777
PR0005338,26376,16778
PR0004628,26396,16792
PR0005348,26430,16821
PR0004660,26432,16822
PR0004658,26433,16823
PR0004665,26448,16835
PR0004663,26449,16836
PR0004614,26484,16866
PR0004603,26485,16867
PR0003950,26584,16940
PR0003949,26585,16941
PR0003944,26601,16954
PR0003958,26602,16955
PR0003957,26603,16956
PR0004811,26702,17031
PR0002358,26744,17061
PR0002357,26747,17062
PR0020707,26837,17115
PR0020706,26839,17116
PR0020705,26841,17117
PR0020656,27748,17422
PR0020655,27749,17423
PR0020640,27764,17438
PR0020638,27765,17439
PR0020639,27766,17440
PR0020678,27806,17441
PR0000824,27838,17442
PR0030036,27963,17453
PR0021315,28018,17454
PR0020665,28037,17455
PR0020662,28040,17457
PR0020663,28041,17458
PR0005103,28186,17486
PR0005155,28187,17487
PR0000514,28418,17558
PR0005188,28642,17631
PR0003205,28957,17651
PR0010716,28962,17653
PR0003204,28973,17654
PR0003191,29033,17669
PR0005589,29132,17691
PR0003026,29134,17693
PR0020495,29215,17695
PR0030011,30350,17761
PR0020421,30368,17762
PR0020420,30386,17763
PR0003033,30423,17777
PR0003032,30424,17778
PR0003035,30425,17779
PR0003018,30426,17780
PR0010152,30512,17812
PR0030006,30552,17824
PR0030005,30553,17825
PR0030004,30556,17826
PR0030003,30558,17827
PR0002047,30627,17840
PR0002045,30630,17841
PR0020400,30684,17842
PR0000505,30713,17854
PR0000504,30716,17855
PR0000502,30718,17856
PR0000501,30722,17857
PR0005607,30724,17858
PR0020422,30766,17873
PR0005506,30829,17897
PR0005505,30831,17898
PR0005504,30832,17899
PR0005503,30835,17900
PR0005493,30858,17913
PR0005494,30863,17914
PR0020399,30869,17915
PR0020398,30881,17916
PR0003214,31243,17944
PR0003213,31246,17945
PR0003212,31248,17946
PR0005276,32295,18008
PR0005547,32327,18026
PR0002066,32368,18041
PR0004070,32477,18073
PR0004071,32479,18074
PR0004072,32481,18075
PR0004073,32482,18076
PR0000780,33868,18089
PR0000779,33869,18090
PR0000778,33870,18091
PR0005160,33912,18121
PR0005113,33926,18135
PR0004860,33927,18136
PR0004861,33928,18137
PR0004862,33929,18138
PR0004810,33951,18151
PR0002491,33953,18153
PR0001126,34064,18183
PR0000981,34067,18184
PR0005609,34068,18185
PR0002548,34120,18233
PR0002549,34121,18234
PR0002550,34122,18235
PR0001430,34136,18248
PR0001504,34137,18249
PR0001510,34139,18250
PR0001513,34140,18251
PR0001516,34142,18252
PR0001517,34144,18253
PR0001559,34162,18264
PR0000802,34306,18344
PR0001349,34379,18376
PR0005109,34380,18377
PR0000625,34381,18378
PR0003225,34441,18408
PR0022049,34596,18424
PR0020230,34608,18425
PR0020200,34723,18439
PR0020199,34726,18440
PR0020198,34727,18441
