code,longitude,latitude,pat1,value,dwfscencario_id,node_id
PR0001155,41.98119528612089,2.8215036944079923,hora,5.338220632418523,2,14720
PR0001340,41.98126570659168,2.820943253075336,hora,0.0,2,14721
PR0030252,42.02054080486791,2.827080484087233,hora,1.4669802969370462,2,14722
PR0022875,41.98130836292756,2.8230064978109084,hora,1.9126244919591195,2,14723
PR0022874,41.981665741759,2.822974525730963,hora,1.263937164266691,2,14724
PR0030228,41.98128618162989,2.823236211392673,hora,1.9126244919591195,2,14725
PR0022430,41.98131153016335,2.8232327231453453,hora,1.9126244919591195,2,14726
PR0001333,41.98133817031844,2.8232276824525298,hora,1.9126244919591195,2,14727
PR0001332,41.981285261141565,2.822775869498426,hora,1.3268655420656863,2,14728
PR0001327,41.981473699710726,2.8204957093316256,hora,8.726954200835944,2,14729
PR0001329,41.98142389340101,2.8205680276946867,hora,0.0,2,14730
PR0001331,41.9813723672852,2.822171586126249,hora,3.9188760728428287,2,14731
PR0021466,41.98143325841568,2.8216765630651026,hora,0.5279914786766572,2,14732
PR0001330,41.98143320771816,2.8216005974064355,hora,0.5279914786766572,2,14733
PR0022872,41.98130118975755,2.823031263345593,hora,1.9126244919591195,2,14734
PR0022870,41.97136173550834,2.821118114189096,hora,0.1613096845832958,2,14735
PR0022867,41.99341359086434,2.817741480590463,hora,3.721706533681276,2,14736
PR0022868,41.9933642330512,2.8174959897466,hora,0.0984266872605581,2,14737
PR0022866,41.993617009127625,2.817295164678796,hora,0.0984266872605581,2,14738
PR0003183,41.99359957975235,2.8172563389720664,hora,0.0133743927189806,2,14739
PR0002097,41.976466415769565,2.8096851248652603,hora,0.0236033557228021,2,14740
PR0022865,41.97416854288141,2.801259023644445,hora,0.963289102728983,2,14741
PR0002128,41.97383287746595,2.7988505379029576,hora,2.3277773562317154,2,14524
PR0022855,41.98831012127239,2.8284421225186738,hora,0.015183261972002,2,14742
PR0022854,41.98828091505324,2.8288904987029886,hora,0.2066610657300281,2,14743
PR0022853,41.97428180194992,2.8221845882408307,hora,0.0319415234761791,2,14744
PR0022852,41.97426193286152,2.8221678059272053,hora,0.0319415234761791,2,14745
PR0022851,41.97378369103858,2.8220347152922933,hora,0.3165558721114276,2,14746
PR0022850,41.97346568667992,2.8219543494596837,hora,0.1912498175577398,2,14747
PR0022849,41.973105575839945,2.821849349605478,hora,0.1018796372074539,2,14748
PR0022848,41.97252434823984,2.821698917728031,hora,0.3102698042227004,2,14749
PR0022847,41.97430888727372,2.822167325887716,hora,0.0319415234761791,2,14750
PR0022846,41.97379502615936,2.822031198883265,hora,0.3165558721114276,2,14751
PR0022845,41.973403455583146,2.821929230592388,hora,0.8128007362724208,2,14752
PR0022844,41.97311588192873,2.82184471947858,hora,0.8940808098996629,2,14753
PR0022843,41.97251228526778,2.8216876224564675,hora,0.3102698042227004,2,14754
PR0022842,41.97201047928088,2.8215752998553087,hora,0.0983697301334827,2,14755
PR0022841,41.971573132810285,2.8214814379476443,hora,0.070025909586547,2,14756
PR0022840,41.97200170382346,2.8215872326997435,hora,0.0983697301334827,2,14757
PR0022839,41.97189338252305,2.821567460416727,hora,0.050515383197068,2,14758
PR0022838,41.97157007368507,2.821495152641293,hora,0.070025909586547,2,14759
PR0022837,41.97153596644449,2.821507694109666,hora,0.070025909586547,2,14760
PR0022836,41.97151685802805,2.821514720400483,hora,0.070025909586547,2,14761
PR0022835,41.97148293616744,2.821602497646422,hora,0.070025909586547,2,14762
PR0022834,42.02205141748374,2.822030158663778,hora,1.4669802969370462,2,14763
PR0024241,41.965978744063264,2.817304924854048,hora,1.94321899102668,2,13166
PR0022833,42.02248172463003,2.82161570768066,hora,1.4669802969370462,2,14764
PR0024220,41.96619640451657,2.8175592495755653,hora,1.7756569930874424,2,13167
PR0022832,42.02235659669228,2.8216102948637665,hora,1.4669802969370462,2,14765
PR0022831,42.022241406097,2.821603994307652,hora,1.4669802969370462,2,14766
PR0021613,42.0201433376278,2.822258940399441,hora,1.4669802969370462,2,14767
PR0024219,41.96646326894728,2.817837482049669,hora,1.827736406632694,2,13168
PR0022829,42.01894511735059,2.8203294752765413,hora,0.1037522901420141,2,14768
PR0022827,42.02018725216411,2.822748446348915,hora,1.4669802969370462,2,14769
PR0022828,42.02019357401429,2.8227697334094435,hora,1.4669802969370462,2,14770
PR0022823,42.018766250713874,2.8218441949048603,hora,0.1037522901420141,2,14771
PR0001580,41.96583967823614,2.8148709068652225,hora,9.343009661177016,2,13169
PR0024341,41.97210978214842,2.826969210520989,hora,0.5237560793116348,2,13048
PR0022822,42.02004291640439,2.8206674813134245,hora,0.1037522901420141,2,14772
PR0022821,41.97441120941354,2.8267179792611623,hora,0.0,2,14773
PR0022820,41.9744002771856,2.826753198200945,hora,1.991292484250231,2,14774
PR0024218,41.97416252564688,2.804700339224154,hora,5.732662897566897,2,13170
PR0022819,41.97440314986024,2.826692859228197,hora,0.0,2,14775
PR0022818,41.98240259349409,2.822944766843695,hora,0.2757664536434062,2,14776
PR0022817,41.9631209794101,2.8278549613117545,hora,0.0375646111311455,2,14777
PR0022816,41.97436719515889,2.8071889316841365,hora,4.036195286195286,2,14778
PR0022815,42.02205646749725,2.8212645216788528,hora,1.4669802969370462,2,14779
PR0024217,41.96341718884587,2.815113888119688,hora,0.0363616302047285,2,13171
PR0050027,41.9612155662168,2.8088090965918555,hora,0.018106696445866,2,14780
PR0050028,41.96104775081669,2.8087442048444284,hora,0.018106696445866,2,14781
PR0050026,41.96138783398786,2.8088757103747573,hora,0.018106696445866,2,14782
PR0002184,41.9771826588928,2.809937456958009,hora,2.6879839883599708,2,14783
PR0002050,41.95544513766835,2.807645596810008,hora,0.048330374673875,2,14784
PR0022812,42.02520428028748,2.808575547722292,hora,1.558885902711348,2,14785
PR0022811,42.02472767010858,2.808652764350837,hora,1.558885902711348,2,14786
PR0022810,42.02429703935572,2.808434768115667,hora,1.558885902711348,2,14787
PR0022809,42.02418705211332,2.8082822334527235,hora,1.558885902711348,2,14788
PR0022808,42.02322362476299,2.809238876040137,hora,1.558885902711348,2,14789
PR0022806,42.02400800555551,2.8085103433255743,hora,1.558885902711348,2,14790
PR0022807,42.02367908118874,2.8088716301276726,hora,1.558885902711348,2,14791
PR0022805,42.0212799620204,2.809303383182565,hora,0.0404893133518572,2,14792
PR0022804,42.02179542615689,2.809565914303964,hora,0.0404893133518572,2,14793
PR0022802,42.02265955734208,2.809550666787412,hora,1.558885902711348,2,14794
PR0022803,42.02211996605779,2.80965581976337,hora,1.558885902711348,2,14795
PR0022801,42.02001788839067,2.809584032873988,hora,0.0404893133518572,2,14796
PR0022799,42.021039438088216,2.809371446251073,hora,0.0404893133518572,2,14797
PR0022800,42.02056066870326,2.809475205345747,hora,0.0404893133518572,2,14798
PR0022798,42.01470417266163,2.8089993380762026,hora,0.0404893133518572,2,14799
PR0022797,42.01507498247364,2.8088870269275525,hora,0.0404893133518572,2,14800
PR0022796,42.01530340520032,2.808996129024196,hora,0.0404893133518572,2,14801
PR0022795,42.01573179764056,2.8092007453777934,hora,0.0404893133518572,2,14802
PR0022794,42.01644095425443,2.809414437548943,hora,0.0404893133518572,2,14803
PR0022793,42.01701905891189,2.809400263119032,hora,0.0404893133518572,2,14804
PR0022792,42.01736855736419,2.8094101183155717,hora,0.0404893133518572,2,14805
PR0022791,42.01762278942871,2.8094151889722303,hora,0.0404893133518572,2,14806
PR0022790,42.01781944930247,2.809425014407256,hora,0.0404893133518572,2,14807
PR0022789,42.01832898797525,2.809117951996091,hora,0.0404893133518572,2,14808
PR0022787,42.0193465510097,2.8091507816838006,hora,0.0404893133518572,2,14809
PR0022788,42.018916488921526,2.8091294531159665,hora,0.0404893133518572,2,14810
PR0022784,41.96177829706267,2.825660840429232,hora,2.967951116099264,2,14811
PR0022785,41.961767117161365,2.8255126271687714,hora,2.967951116099264,2,14812
PR0022786,41.9617521034926,2.8252975113904792,hora,2.967951116099264,2,14813
PR0022783,41.96165336975898,2.8256511700629403,hora,2.967951116099264,2,14814
PR0022782,41.96160295455081,2.8254017244117766,hora,2.967951116099264,2,14815
PR0022781,41.96158089894625,2.825513918960437,hora,2.967951116099264,2,14816
PR0022780,41.96167745916097,2.825526093002021,hora,2.967951116099264,2,14817
PR0022778,41.96172712510201,2.825029139136439,hora,2.967951116099264,2,14818
PR0022779,41.96172766401065,2.825178667324225,hora,2.967951116099264,2,14819
PR0022777,41.96116569834477,2.824565093194793,hora,0.0532069667872137,2,14820
PR0004060,41.96118492174638,2.824750983858844,hora,2.967951116099264,2,14821
PR0024340,41.97184152577775,2.826974151168102,hora,2.832610651222496,2,13049
PR0024216,41.95075114051445,2.806650341835017,hora,0.0504316953118696,2,13172
PR0024215,41.9510213301943,2.8067582504881687,hora,0.0504316953118696,2,13173
PR0020450,41.97555498450936,2.8429530861789813,hora,1.069540299471284,2,14822
PR0022761,41.97533555962362,2.8446356242301696,hora,0.161860461987596,2,14823
